Bankrupt?;Bank Name;City;Digital Banking;Total Employee;Product KPR;Interest Rate ;years founded; ROA(C) before interest and depreciation before interest; ROA(A) before interest and % after tax; ROA(B) before interest and depreciation after tax; Operating Gross Margin; Realized Sales Gross Margin; Operating Profit Rate; Pre-tax net Interest Rate; After-tax net Interest Rate; Non-industry income and expenditure/revenue; Continuous interest rate (after tax); Operating Expense Rate; Research and development expense rate; Cash flow rate; Interest-bearing debt interest rate; Tax rate (A); Net Value Per Share (B); Net Value Per Share (A); Net Value Per Share (C); Persistent EPS in the Last Four Seasons; Cash Flow Per Share; Revenue Per Share (Yuan ¥); Operating Profit Per Share (Yuan ¥); Per Share Net profit before tax (Yuan ¥); Realized Sales Gross Profit Growth Rate; Operating Profit Growth Rate; After-tax Net Profit Growth Rate; Regular Net Profit Growth Rate; Continuous Net Profit Growth Rate; Total Asset Growth Rate; Net Value Growth Rate; Total Asset Return Growth Rate Ratio; Cash Reinvestment %; Current Ratio; Quick Ratio; Interest Expense Ratio; Total debt/Total net worth; Debt ratio %; Net worth/Assets; Long-term fund suitability ratio (A); Borrowing dependency; Contingent liabilities/Net worth; Operating profit/Paid-in capital; Net profit before tax/Paid-in capital; Inventory and accounts receivable/Net value; Total Asset Turnover; Accounts Receivable Turnover; Average Collection Days; Inventory Turnover Rate (times); Fixed Assets Turnover Frequency; Net Worth Turnover Rate (times); Revenue per person; Operating profit per person; Allocation rate per person; Working Capital to Total Assets; Quick Assets/Total Assets; Current Assets/Total Assets; Cash/Total Assets; Quick Assets/Current Liability; Cash/Current Liability; Current Liability to Assets; Operating Funds to Liability; Inventory/Working Capital; Inventory/Current Liability; Current Liabilities/Liability; Working Capital/Equity; Current Liabilities/Equity; Long-term Liability to Current Assets; Retained Earnings to Total Assets; Total income/Total expense; Total expense/Assets; Current Asset Turnover Rate; Quick Asset Turnover Rate; Working capitcal Turnover Rate; Cash Turnover Rate; Cash Flow to Sales; Fixed Assets to Assets; Current Liability to Liability; Current Liability to Equity; Equity to Long-term Liability; Cash Flow to Total Assets; Cash Flow to Liability; CFO to Assets; Cash Flow to Equity; Current Liability to Current Assets; Liability-Assets Flag; Net Income to Total Assets; Total assets to GNP price; No-credit Interval; Gross Profit to Sales; Net Income to Stockholder's Equity; Liability to Equity; Degree of Financial Leverage (DFL); Interest Coverage Ratio (Interest expense to EBIT); Net Income Flag; Equity to Liability;;;;;
0;bank 1069;Malang;no;2047;no;5.0%; 13 ;0.476088334;0.54448321;0.529685743;0.618868822;0.618868822;0.999014036;0.79738033;0.809307105;0.303414553;0.781538255;0.000360208;1120000000;0.46320928;0.000827083;0;0.158695377;0.158695377;0.158695377;0.21102392;0.322345618;0.02906968;0.102434655;0.169993221;0.022076187;0.848101565;0.689701702;0.689701702;0.217626017;567000000;0.000444213;0.265442805;0.382455944;0.003358492;0.002473527;0.635145409;0.021491168;0.208241376;0.791758624;0.004968782;0.38402489;0.006577825;0.102423177;0.16899178;0.400518205;0.103448276;0.001477078;0.004279792;0.000164323;0.000146004;0.047903226;0.012185127;0.394100088;0.01060297;0.697045111;0.227059469;0.269992608;0.02307052;0.00280385;0.000846474;0.144464756;0.344295202;0.276840068;0.001789653;0.660830815;0.724543977;0.338921756;0.004227525;0.908330179;0.002230174;0.055344203;9210000000;8130000000;0.59386262;2320000000;0.671571509;0.378040022;0.660830815;0.338921756;0.114574876;0.641914018;0.459149135;0.588965229;0.314250138;0.082666072;0;0.796022666;0.015252473;0.623562109;0.618863898;0.840052355;0.290364861;0.174090904;0.570161349;1;0.016403931;;;;;
0;bank 8203;Bogor;no;1400;no;2.0%; 4 ;0.505874324;0.570704317;0.559826543;0.601168942;0.601176148;0.998999939;0.797439539;0.809358533;0.303547246;0.78161994;9040000000;67900000;0.464459039;0.000672067;0.077032088;0.177025831;0.177025831;0.177025831;0.225394724;0.321284572;0.044133884;0.103248921;0.179257362;0.022090379;0.848021065;0.689413279;0.689413279;0.21759599;6960000000;0.000450302;0.264022348;0.37847882;0.008700753;0.00669256;0.631549568;0.005973062;0.116848565;0.883151435;0.005562523;0.37558015;0.005365848;0.10308271;0.178206772;0.400401649;0.220389805;0.001308675;0.004833979;0.000275336;0.000500045;0.047580645;0.030321813;0.395909183;0.008493334;0.785427201;0.341625721;0.408880089;0.006430036;0.007072552;0.000386364;0.088027511;0.347232553;0.27729502;0.004558196;0.708765824;0.734300444;0.330020694;0.0085836;0.93747354;0.002348642;0.026124487;6620000000;5880000000;0.593931659;326000000;0.671570987;0.240775846;0.708765824;0.330020694;0.116431127;0.639589148;0.458551614;0.589658099;0.314051052;0.033441832;0;0.814102144;0.009773677;0.623809646;0.601169105;0.841431598;0.279110823;0.027118794;0.566350913;1;0.032085741;;;;;
0;bank 5213;Malang;yes;1179;no;4.0%; 14 ;0.486374494;0.544755778;0.540500027;0.603475115;0.603475115;0.998943552;0.797414915;0.809338353;0.303621931;0.781598466;0.000183746;0;0.465754091;0.000728073;0.039983804;0.185875016;0.185875016;0.185875016;0.218209322;0.321036995;0.025061633;0.09323345;0.173081268;0.022080439;0.841390553;0.689397525;0.689397525;0.217593199;6760000000;0.000452099;0.26397184;0.381068142;0.011385924;0.009680132;0.631230737;0.002449411;0.06233939;0.93766061;0.005450065;0.370535225;0.005365848;0.093197844;0.172091094;0.397339042;0.137931034;0.001105779;0.005719482;0.000297692;0.000228462;0.027741935;0.015951118;0.391024626;0.008962851;0.799890751;0.344784958;0.380131168;0.1099419;0.010019642;0.009212857;0.062985232;0.352842459;0.277113147;0.003881259;0.928238938;0.734506997;0.328288508;0;0.937101764;0.002269939;0.029797683;0.000104888;9980000000;0.593952941;8840000000;0.67156397;0.304841377;0.928238938;0.328288508;0.110933234;0.629533297;0.45400784;0.590130013;0.312978148;0.025690359;0;0.802923478;0.000784802;0.623908332;0.603473885;0.840451101;0.276555324;0.027003182;0.566000432;1;0.061886603;;;;;
0;bank 1228;Malang;yes;2363;no;4.0%; 9 ;0.494369424;0.550915831;0.548583971;0.599107799;0.599107799;0.998995317;0.79739278;0.809317651;0.303474978;0.78157615;6190000000;0;0.463652148;0.000686069;0.093835408;0.174033964;0.174033964;0.174033964;0.218682046;0.320930891;0.080327299;0.108215943;0.173608496;0.022095515;0.848026288;0.689365584;0.689365584;0.217603569;6140000000;0.000433258;0.26397184;0.376550799;0.010821183;0.007094937;0.63249476;0.006609581;0.124104363;0.875895637;0.005451567;0.37531398;0.005575461;0.108204276;0.172656662;0.406485331;0.389805097;0.001416209;0.004464236;0.000253363;0.000810209;0.081129032;0.033009709;0.395762194;0.005104223;0.826180808;0.480039533;0.622632302;0.009640278;0.008084053;0.000472725;0.107973141;0.346264602;0.277269769;0.007419448;0.821980678;0.737300793;0.331087958;0.002895401;0.934730337;0.002259819;0.040701109;5130000000;4190000000;0.593934532;264000000;0.671572354;0.246535178;0.821980678;0.331087958;0.113858197;0.643199374;0.459329626;0.587252752;0.314609647;0.027009776;0;0.803065744;0.005123568;0.62389792;0.599106615;0.840608632;0.279572352;0.027676969;0.56745611;1;0.030023557;;;;;
0;bank 3738;Cirebon;no;611;yes;2.0%; 12 ;0.475162092;0.564544265;0.525028106;0.614278096;0.614278096;0.998973363;0.797519777;0.809443813;0.303743022;0.781551448;0.000327251;1380000000;0.466757253;0.00059606;0;0.180186254;0.180186254;0.180186254;0.213576629;0.319763741;0.015427197;0.096083381;0.17767568;0.022104917;0.848010112;0.689401247;0.689401247;0.217554729;751000000;0.000451699;0.264026233;0.375777728;0.006622132;0.004129824;0.631589636;0.006472793;0.122622971;0.877377029;0.005889163;0.376271296;0.008407063;0.096096536;0.17669859;0.39551166;0.071964018;0.001992432;0.003173126;0.00017101;0.000170212;0.021612903;0.015572169;0.392596278;0.012392324;0.753131107;0.060887681;0.091643379;0.001818174;0.004422931;0.000354145;0.026824926;0.344030374;0.278683137;0.006032422;0.197133509;0.732100099;0.327391339;0.101679047;0.938233789;0.00231643;0.030237273;4540000000;3230000000;0.593918609;28900000;0.671572304;0.21821712;0.197133509;0.327391339;0.126893762;0.642934308;0.459275516;0.578065052;0.314567046;0.043569973;0;0.811257383;0.080005795;0.62370882;0.614277214;0.841252149;0.279473638;0.027114608;0.566339248;1;0.030431234;;;;;
0;bank 3810;Bekasi;yes;1807;no;5.0%; 6 ;0.462925949;0.516354121;0.51710477;0.622702835;0.622529872;0.998997397;0.797245033;0.809190188;0.303212493;0.781472009;0.000435487;1090000000;0.463940683;0.000588059;0;0.166111837;0.166111837;0.166111837;0.209794838;0.319693004;0.011252779;0.097141927;0.164419673;0.022090758;0.848223369;0.688702207;0.688702207;0.217611553;7460000000;0.000415565;0.26349939;0.379633769;0.006099825;0.003461691;0.628333174;0.008127012;0.139281071;0.860718929;0.005406739;0.377688259;0.005975797;0.097106193;0.163471835;0.398065172;0.064467766;0.001036795;0.006102034;5270000000;0.000105153;0.020483871;0.010363821;0.393206847;0.013195042;0.752031074;0.124182432;0.218097184;0.034649948;0.003419308;0.002735428;0.0668864;0.344159651;0.285606868;0.007275602;0.449342593;0.732034174;0.329514477;0.031533546;0.927407109;0.002185512;0.044445132;0.000140466;8150000000;0.593917224;6210000000;0.671582871;0.309750773;0.449342593;0.329514477;0.123413097;0.650558827;0.460667802;0.580427758;0.31590955;0.047146168;0;0.784384879;0.007562958;0.623631036;0.622697745;0.839028885;0.280673195;0.026385277;0.562016229;1;0.026387357;;;;;
0;bank 2927;Bandung;no;734;no;5.0%; 9 ;0.478915809;0.541321413;0.529310991;0.607042477;0.607006443;0.999017386;0.797403986;0.809317131;0.303448633;0.781569974;0.000166517;0;0.463568271;0.000612061;0.544893208;0.167502423;0.167502423;0.167502423;0.2149948;0.319551531;0.021204834;0.100806123;0.17172554;0.022059389;0.847988184;0.689193385;0.689193385;0.217565384;6180000000;0.000434106;0.263844402;0.378860698;0.009493262;0.005765533;0.63401289;0.009039842;0.147201983;0.852798017;0.005250622;0.377008296;0.006593668;0.100794698;0.170778976;0.401378307;0.103448276;0.00093129;0.006794554;812000000;0.000167186;0.030967742;0.031335282;0.397865268;0.026933389;0.784658594;0.21637351;0.336908311;0.042104213;0.005939898;0.003328671;0.066789899;0.343486022;0.277494884;0.00952709;0.424410307;0.734718521;0.329685391;0.016531425;0.930539498;0.002241368;0.026885666;0.000122013;7980000000;0.593948709;4360000000;0.671565743;0.362534211;0.424410307;0.329685391;0.121453013;0.634731523;0.457855458;0.578092625;0.313047165;0.030711116;0;0.797743521;0.007307566;0.623731222;0.607041508;0.840205746;0.281334802;0.028425545;0.568218589;1;0.024780878;;;;;
0;bank 2679;Malang;no;1108;no;1.0%; 15 ;0.481060791;0.539467946;0.530863537;0.60088067;0.60088067;0.998975443;0.797387938;0.809315698;0.303508332;0.781572641;0.000110202;849000000;0.467552402;0.000793079;0;0.172179849;0.172179849;0.172179849;0.215372979;0.320152791;0.025197755;0.096897647;0.170671085;0.022094551;0.848183325;0.690046793;0.690046793;0.217647982;6050000000;0.000448181;0.264065086;0.379475429;0.019165619;0.011513599;0.633241325;0.004358967;0.095383499;0.904616501;0.005269309;0.372061787;0.006433411;0.096918918;0.169662921;0.400006431;0.146926537;0.001186938;0.00532583;0.000120949;0.000186855;0.033225806;0.026544071;0.393240768;0.017901777;0.821157204;0.235861818;0.372859122;0.055163022;0.011774878;0.007846192;0.036910939;0.347423923;0.277259971;0.019425772;0.355819644;0.7362294;0.327619187;0.009956537;0.932102119;0.002246707;0.022711197;9030000000;5800000000;0.593963733;3970000000;0.671566551;0.408581394;0.355819644;0.327619187;0.116140764;0.632605929;0.456559762;0.585808568;0.313142716;0.015303614;0;0.798173898;0.004593395;0.623961842;0.600876397;0.840192796;0.277940276;0.029087604;0.568609256;1;0.03993517;;;;;
0;bank 6242;Malang;no;2045;no;4.0%; 6 ;0.486228246;0.548026603;0.544140479;0.598444774;0.598444774;0.998953142;0.797404401;0.8093433;0.303583742;0.781533062;9340000000;0;0.471709318;0.00079708;0;0.177110109;0.177110109;0.177110109;0.212253002;0.321426045;0.01553307;0.094617702;0.171273631;0.021998263;0.847911507;0.689186893;0.689186893;0.217555432;5990000000;0.000443315;0.263811766;0.379484743;0.016869838;0.012083789;0.632810167;0.003403277;0.08008586;0.91991414;0.005169226;0.373058246;0.005365848;0.094639048;0.17031144;0.39710861;0.088455772;0.000927232;0.006816755;0.00015133;8090000000;0.022258065;0.022898521;0.391363832;0.034779773;0.80096655;0.233810832;0.282635083;0.025434432;0.013530715;0.004185023;0.031842533;0.352231644;0.277134163;0.008970362;0.363594538;0.734779649;0.327333169;0.016820574;0.934363318;0.002295431;0.014152417;0.000118848;0.000102166;0.593973107;3050000000;0.671573638;0.55225808;0.363594538;0.327333169;0.117170462;0.644374223;0.459723278;0.595318141;0.314751487;0.017390013;0;0.80137157;0.003424982;0.623089158;0.598440277;0.840385757;0.277247091;0.028872766;0.56850055;1;0.047959942;;;;;
0;bank 5061;Jakarta;no;530;no;4.0%; 16 ;0.507824307;0.571631051;0.549226404;0.625326107;0.625326107;0.999135707;0.797541635;0.809413346;0.303441623;0.78163608;0.000342053;1040000000;0.469151087;0.000494049;0.302560988;0.174876744;0.174876744;0.17791075;0.221612934;0.324503077;0.022641681;0.113671525;0.183927092;0.02211274;0.848072308;0.689473757;0.689473757;0.217588984;7940000000;0.000463228;0.264144346;0.386135017;0.008481721;0.005322607;0.631229024;0.006145414;0.118874142;0.881125858;0.005503346;0.374405871;0.006367603;0.113651538;0.182128045;0.399182501;0.122938531;0.001059114;0.005967116;8410000000;0.000231488;0.03016129;0.026620449;0.407464779;0.016969125;0.773200226;0.190353483;0.279577582;0.004233507;0.005640537;0.000360167;0.062031959;0.352201555;0.277561367;0.00768929;0.4873333;0.733482749;0.328918156;0.02285184;0.932853038;0.002293237;0.053386544;908000000;6360000000;0.593935577;406000000;0.671572665;0.290158934;0.4873333;0.328918156;0.121134085;0.643425083;0.459380016;0.609337965;0.314643584;0.034282255;0;0.815731085;0.007173155;0.623729409;0.625326635;0.841573617;0.27923595;0.026907691;0.565658865;1;0.031485359;;;;;
0;bank 9567;Depok;no;2321;yes;1.0%; 9 ;0.48915322;0.562690798;0.541517212;0.604411998;0.604411998;0.998970821;0.797896063;0.8097986;0.30440576;0.781950186;0.000171489;968000000;0.461857192;0.000560056;0;0.185074375;0.185074375;0.185074375;0.220667486;0.317853859;0.003629929;0.095350541;0.176621225;0.022078637;0.847956622;0.689464524;0.689464524;0.217599497;7220000000;0.000461531;0.264071303;0.375656645;0.005397799;0.003651962;0.631236901;0.002790469;0.06902077;0.93097923;0.006381208;0.372736159;0.005768621;0.095347436;0.175680567;0.394576534;0.019490255;0.001365485;0.00463331;6520000000;6660000000;0.011612903;0.015789551;0.392471902;0.028944558;0.746585922;0.114648343;0.142535794;0.054515238;0.004290133;0.005767471;0.049789358;0.341595302;0.275815177;0.00321636;0.663763741;0.731702194;0.327895451;0.013724605;0.942100288;0.002513785;0.009311912;0.000310567;0.000256724;0.593893354;0.000307945;0.671585554;0.141590934;0.663763741;0.327895451;0.113433974;0.645965104;0.460359568;0.566729368;0.314936619;0.052989493;0;0.811426301;0.013697704;0.622973614;0.604409972;0.840978536;0.276802951;0.027016825;0.566045079;1;0.055857782;;;;;
0;bank 4368;Malang;yes;1330;yes;6.0%; 16 ;0.511188027;0.566888356;0.559077038;0.61817697;0.61817697;0.999077471;0.797521852;0.80940918;0.303528877;0.781676501;0.000285622;0;0.46673209;0.000593059;0.235752607;0.186970629;0.186970629;0.186970629;0.225489269;0.322239513;0.022142565;0.107238824;0.181215636;0.022074765;0.847998431;0.68929772;0.68929772;0.21758248;6770000000;0.000447207;0.263699093;0.377975858;0.011685455;0.005565281;0.631308475;0.003795402;0.08664631;0.91335369;0.005965636;0.373331126;0.006040387;0.107243474;0.18026544;0.398792642;0.107946027;0.001093606;0.005785233;6130000000;0.000283687;0.025;0.014038747;0.397401687;0.006078091;0.801107925;0.246683999;0.378632073;0.049665261;0.007399985;0.004285039;0.06116038;0.351270075;0.277360374;0.011414784;0.656217027;0.734876803;0.328464925;0.008020276;0.945429866;0.002300537;0.042633752;0.000138571;9180000000;0.593965139;5130000000;0.671585738;0.182692608;0.656217027;0.328464925;0.115015468;0.659746972;0.464121973;0.594951548;0.316789254;0.025041042;0;0.81356776;0.002623154;0.623780168;0.618177809;0.841197467;0.277531512;0.0269856;0.565941458;1;0.044195081;;;;;
0;bank 295;Semarang;no;1431;no;6.0%; 16 ;0.523034173;0.575883123;0.576422721;0.600347367;0.600347367;0.999027208;0.797446595;0.809361918;0.303502531;0.781621624;4980000000;119000000;0.466916618;0.000654065;0.122178358;0.178964224;0.178964224;0.178964224;0.228325612;0.327120323;0.054494306;0.11212442;0.183023273;0.02215781;0.8482067;0.689722823;0.689722823;0.217644843;6830000000;0.000464077;0.264240701;0.384244253;0.006009966;0.003237108;0.631594088;0.007982929;0.137981074;0.862018926;0.005070895;0.377794503;0.005365848;0.112096341;0.182022472;0.400791508;0.230884558;0.00217098;0.002912684;0.000198907;0.000214089;0.056290323;0.110150845;0.41638588;0.064950927;0.751569315;0.20799927;0.340455976;0.018552171;0.003583699;0.000935597;0.104974926;0.352671776;0.2943653;0.006619774;0.719487798;0.731997446;0.331366627;0.012050167;0.938496381;0.002420103;0.018240739;4950000000;3050000000;0.593915012;895000000;0.671573402;0.533104546;0.719487798;0.331366627;0.11823312;0.645890343;0.45982026;0.618380704;0.315083273;0.047820571;0;0.816256592;0.004076308;0.622494423;0.600343193;0.841802241;0.280568752;0.027130516;0.566383205;1;0.026673956;;;;;
0;bank 1076;Semarang;yes;2398;yes;1.0%; 22 ;0.508848048;0.553423463;0.552920392;0.635718301;0.635718301;0.999062103;0.797481041;0.809365173;0.303489721;0.781655308;0.000582461;0;0.468025465;0.000566057;0.390120458;0.174413215;0.174413215;0.174413215;0.222842016;0.322982245;0.020811592;0.105040306;0.177525043;0.02210713;0.848083614;0.689680436;0.689680436;0.217659779;7160000000;0.000451799;0.264149785;0.383741291;0.010436161;0.006854135;0.631025602;0.004079009;0.091150951;0.908849049;0.005174121;0.371372877;0.005365848;0.105028743;0.176525149;0.399288339;0.127436282;0.001170706;0.00540012;4780000000;0.000146761;0.028225806;0.005278851;0.393715655;0.004828474;0.79592654;0.267970699;0.389212968;0.084808266;0.006983456;0.006379642;0.070218037;0.355067082;0.277374691;0.009266054;0.718722702;0.734631403;0.328860865;0.002258626;0.935180058;0.00225333;0.084879324;0.000121426;8550000000;0.593953808;7580000000;0.671572122;0.446059811;0.718722702;0.328860865;0.1121401;0.642674915;0.459204649;0.607861235;0.314531878;0.027989221;0;0.807572629;0.001521113;0.623751686;0.635717638;0.84082036;0.277737514;0.026877363;0.565538444;1;0.041905813;;;;;
0;bank 5981;Yogyakarta;no;2250;yes;3.0%; 18 ;0.488958222;0.54900785;0.538947481;0.624317156;0.624288329;0.999098154;0.797546753;0.809430142;0.303528877;0.781683238;0.000362867;1100000000;0.487182842;0;0.216621115;0.187097046;0.187097046;0.187097046;0.220572941;0.3219212;0.011615772;0.102678935;0.176922498;0.022101741;0.848073532;0.689482067;0.689482067;0.21760541;6440000000;0.000448929;0.264050322;0.378748929;0.021259216;0.017748884;0.630616704;0.004282366;0.094234665;0.905765335;0.005342529;0.369637181;0.005365848;0.102634879;0.175929417;0.394959694;0.052473763;0.001787508;0.003536891;0.000164514;8930000000;0.017419355;0.019020901;0.400658058;0.0275444;0.775479414;0.105126038;0.121528693;0.008047887;0.017905162;0.003746093;0.010947135;0.349408086;0.277089004;0.009008054;0.098632712;0.733431042;0.326604642;0;0.94055514;0.002307992;0.023460446;8630000000;7930000000;0.593964011;1650000000;0.67155497;0.308787397;0.098632712;0.326604642;0.110933234;0.631973383;0.456359977;0.591717759;0.313063987;0.013788045;0;0.806666538;0.012883194;0.623854909;0.624317901;0.840770515;0.277884763;0.026792271;0.565163703;1;0.040449897;;;;;
0;bank 4732;Malang;no;2228;yes;5.0%; 4 ;0.502120606;0.563508504;0.545853632;0.608865795;0.608865795;0.999048353;0.797465409;0.809363741;0.303491172;0.781610396;0.00016536;107000000;0.468696476;0.001071107;0.29588015;0.185200792;0.185200792;0.185200792;0.222842016;0.324892127;0.04126019;0.112042993;0.182646682;0.022132241;0.84809019;0.689417232;0.689417232;0.217588623;6720000000;0.000456316;0.263987381;0.382558399;0.016698856;0.014383265;0.630916357;0.004653517;0.099676512;0.900323488;0.005434242;0.370670547;0.005365848;0.112055629;0.181652967;0.401792281;0.191904048;0.000837958;0.00754087;0.000224511;0.000368414;0.040483871;0.029916426;0.400680672;0.010322396;0.855304513;0.552129742;0.597730926;0.13360494;0.014902347;0.010425035;0.067677077;0.354695224;0.277064873;0.004989384;0.634136151;0.738453725;0.328875993;0;0.937669899;0.002298718;0.043792261;0.000118736;0.000114504;0.593972722;7670000000;0.671572209;0.262170882;0.634136151;0.328875993;0.110933234;0.642729946;0.459224245;0.61051914;0.314538153;0.017567908;0;0.813580403;0.000886674;0.624017467;0.608863792;0.841274522;0.278154236;0.026862286;0.565476168;1;0.038105212;;;;;
0;bank 3566;Bandung;no;2490;no;2.0%; 19 ;0.523082923;0.563344963;0.57235398;0.620944378;0.620944378;0.999101736;0.797474816;0.809371162;0.303395701;0.781642255;0.000305627;0;0.471281548;0.000750075;0.281000101;0.178753529;0.178753529;0.178753529;0.225772903;0.331470609;0.032714733;0.116684309;0.181065;0.022105012;0.848090354;0.68943466;0.68943466;0.217604767;6430000000;0.000453596;0.263942311;0.386861518;0.007109494;0.005068704;0.631849564;0.008422473;0.14194153;0.85805847;0.005035356;0.375735602;0.00565955;0.116704936;0.180122163;0.3994759;0.131934033;0.001328964;0.004759689;0.00012821;0.000108179;0.036774194;0.006597829;0.395038556;0.007780839;0.76454758;0.242457571;0.318155893;0.051390454;0.005290256;0.003251376;0.083577917;0.35732677;0.277811069;0.005051334;0.554221508;0.733028924;0.330416347;0.017907995;0.937543557;0.002270799;0.058327857;8780000000;6960000000;0.593925688;4220000000;0.671576198;0.626178519;0.554221508;0.330416347;0.121344486;0.649071687;0.460375884;0.641302798;0.315666111;0.040686295;0;0.809900026;0.001675211;0.623711014;0.620940727;0.84128167;0.280887573;0.027169552;0.566486947;1;0.025829305;;;;;
0;bank 8817;Bogor;no;1121;no;5.0%; 17 ;0.493345683;0.550534235;0.539804058;0.610206258;0.610206258;0.999022817;0.79742861;0.809341217;0.303480295;0.781601694;0.000212424;0;0.460268572;0.000655066;0.250126531;0.185411487;0.185411487;0.185411487;0.219532949;0.312301054;0.030945143;0.104144614;0.175340815;0.022089652;0.84799549;0.689697806;0.689636752;0.217599291;7210000000;0.000449154;0.264047214;0.37183786;0.005312932;0.004405561;0.63399611;0.0192287;0.201106509;0.798893491;0.005029738;0.388924428;0.005365848;0.104157506;0.174368449;0.400184614;0.071964018;0.000975926;0.006479461;0.000150374;8620000000;0.032258065;0.014168001;0.394868954;0.021688175;0.736628546;0.41925756;0.44796313;0.09986268;0.004880193;0.003421582;0.1547353;0.338171621;0.276515318;0.001474996;0.733957297;0.730144408;0.338820377;0.01017897;0.939119704;0.002259442;0.022561731;0.000260814;0.000249781;0.593893453;0.000157118;0.671522374;0.424469764;0.733957297;0.338820377;0.124274554;0.601877719;0.454032447;0.548582209;0.302722319;0.05379309;0;0.799841684;0.018858531;0.62353563;0.61020212;0.840598891;0.288724027;0.028758633;0.568436518;1;0.017125137;;;;;
0;bank 7177;Surabaya;yes;1443;no;2.0%; 8 ;0.505630576;0.559747056;0.549172868;0.60456334;0.60456334;0.99903079;0.797414638;0.809331582;0.303439448;0.781582887;0.000114018;815000000;0.463714216;0.00080108;0.244255491;0.172516961;0.172516961;0.172516961;0.218492956;0.32464455;0.049609026;0.11139158;0.176093997;0.022087218;0.848027323;0.689369191;0.689369191;0.217580944;6000000000;0.000455318;0.263970285;0.38564137;0.005530092;0.004202189;0.633433789;0.015091329;0.184660036;0.815339964;0.00497743;0.38553915;0.005365848;0.111404237;0.175152703;0.408640945;0.16041979;0.000706076;0.008948112;0.000146553;0.000153569;0.057096774;0.024144059;0.39757129;0.020451928;0.741778104;0.35218295;0.447641681;0.008639337;0.00425419;0.000307647;0.148863536;0.346046217;0.275231457;0.003649804;0.768376915;0.730963513;0.33657243;0.009673694;0.932966188;0.00226804;0.030003088;0.000100308;8180000000;0.593908964;569000000;0.67156991;0.561131282;0.768376915;0.33657243;0.121763041;0.638240962;0.4586237;0.59666358;0.313410109;0.051783386;0;0.802637951;0.000717098;0.623489272;0.6045643;0.840860319;0.28572377;0.028520302;0.568285889;1;0.01899811;;;;;
0;bank 5883;Bogor;yes;1141;yes;3.0%; 12 ;0.469555891;0.527202355;0.522511912;0.619402125;0.61952464;0.999045118;0.797269934;0.809203208;0.30315666;0.781507378;0.000339624;165000000;0.464326514;0.000676068;0;0.159538157;0.159538157;0.159538157;0.212442091;0.319657636;0.007940469;0.098281899;0.166754538;0.022163689;0.848444308;0.689603339;0.689603339;0.217621952;6400000000;0.000432809;0.264344049;0.379736224;0.00394757;0.002901482;0.617627841;0.009931697;0.15421592;0.84578408;0.005233937;0.378099816;0.006672882;0.098303125;0.165794435;0.396796455;0.046476762;0.00087245;0.007247126;8330000000;6430000000;0.019032258;0.009329789;0.394552362;0.018727616;0.732740421;0.095486646;0.131194687;0.014188683;0.0028649;0.001211042;0.061828918;0.344034207;0.276667209;0.003151635;0.373856585;0.730386435;0.329584708;0.045595106;0.9211574;0.002183842;0.028967961;0.000110285;8390000000;0.593874168;3340000000;0.671571666;0.371978607;0.373856585;0.329584708;0.123163289;0.642581731;0.459216954;0.581453526;0.314498719;0.071173171;0;0.78812564;0.005375904;0.623539898;0.619402912;0.839285132;0.281981864;0.02574873;0.19863179;1;0.023491356;;;;;
0;bank 1192;Tangerang;no;2454;yes;2.0%; 21 ;0.523716667;0.56154601;0.568178168;0.626414333;0.626414333;0.999133049;0.79752614;0.80939616;0.303420112;0.781671027;0.000362173;866000000;0.471050049;0.00079808;0.353983197;0.179427753;0.179427753;0.179427753;0.223882008;0.326837377;0.01987386;0.111147301;0.180387136;0.022086491;0.848061968;0.689385407;0.689385407;0.217593504;6410000000;0.000445885;0.263974171;0.384197683;0.004952247;0.00426083;0.631300941;0.004109102;0.091604438;0.908395562;0.005056379;0.372056195;0.005365848;0.111159965;0.179413317;0.396275302;0.104947526;0.001174764;0.005381334;0.000332658;8850000000;0.025483871;0.008007873;0.39653106;0.011311695;0.739914837;0.187122295;0.198492062;0.033585921;0.004599307;0.002383786;0.074449813;0.36278449;0.276724586;0.001268551;0.758933046;0.731279326;0.329028914;0.003738549;0.941752414;0.002283234;0.04929908;6680000000;6810000000;0.593903948;3470000000;0.671575115;0.595635711;0.758933046;0.329028914;0.11197175;0.64645324;0.460237683;0.631368408;0.315043261;0.057507852;0;0.811328898;0.001088206;0.623689479;0.626413326;0.841074766;0.277759439;0.026953884;0.565830777;1;0.041680209;;;;;
